user_id,item_id,rating,timestamp
102,441,3.500116292650459,1755149023
435,278,2.852517089008321,1757424088
860,250,3.3089257780688155,1758365909
270,309,3.7188185805317926,1756002740
106,207,2.415113038329278,1757335041
71,320,2.7324230867410044,1757362157
700,139,2.9907558162488344,1759309485
20,279,3.776652984690496,1761069496
614,33,2.85993301924833,1758908603
121,308,2.7271564412725477,1760259290
466,391,3.2476103319092284,1756756062
214,17,2.771333243609379,1758351236
330,56,3.0912280376544867,1755964495
458,111,2.2489036331640597,1756693232
87,4,4.170870560838818,1757950248
372,409,2.3337255590377666,1755452774
99,413,3.035701107387683,1756165127
871,181,3.0430924397846435,1758991279
663,12,3.97418328706593,1762300124
130,338,2.4970506678045012,1756260634
661,284,4.0250961314965625,1757535551
308,258,3.4095137624559584,1756326388
769,89,3.2135777724982226,1757615165
343,103,2.547571855091421,1755156686
491,378,3.3356283644349425,1755150375
413,185,2.7114036477637438,1755446507
805,249,3.644617576536499,1757625483
385,254,2.515609956765517,1756578106
191,75,2.988552936445122,1757010880
955,385,2.7426627880183423,1757653765
276,458,2.5696579311444494,1760991655
160,107,3.385027346628878,1755748638
459,155,3.272865096045315,1758867031
313,81,3.6126773191925037,1757685756
21,76,2.2397403987062616,1756043225
252,484,3.8632316659765156,1758615467
747,469,4.264728073794224,1758913722
856,459,2.780956905020154,1758193400
560,257,4.1242153309662335,1760253121
474,126,2.9280347328574785,1761768838
58,484,2.6449414460253404,1761482847
510,390,2.858572381559665,1760498066
681,281,3.5479383464126975,1759217293
475,473,3.031640963521915,1760361500
699,87,2.7059256667583234,1760309492
975,203,3.3143774873998995,1755781703
782,15,3.2907677729666145,1754659407
189,150,3.3526275397571923,1759354103
957,423,3.1438997053124424,1756314133
686,253,3.2466425653515585,1759072687
957,187,2.7858029963162805,1761497402
562,328,3.12516851201716,1757039813
875,31,2.574072566982806,1755300379
566,270,3.645067363100375,1759570353
243,484,3.014008956397337,1754728038
831,396,3.6429722557473787,1758472253
504,4,2.946902109069087,1758501641
130,458,3.164418917736607,1757731962
484,329,3.0732912344672774,1754894446
818,307,2.494163755352109,1760035845
646,332,2.129799244523575,1756276384
20,168,2.4920149278532198,1755891305
840,180,2.8999070917952317,1755970642
166,365,3.146831602246417,1758656874
273,177,3.5321887243660366,1759742860
387,142,2.7968400176560517,1760134310
600,361,2.589742263934014,1754674371
315,247,2.279797339504203,1756956967
13,126,3.299647177839444,1761639544
241,262,3.698101392995115,1759781926
776,39,3.6494934940572588,1760612774
345,411,3.4702141952373475,1756245339
564,415,3.321020678519652,1755346869
897,354,3.8705033455533266,1760085676
339,254,3.1671817020277886,1756140121
91,142,3.342783585566562,1755120128
366,239,2.8608576761087487,1760155784
955,227,2.3309632534458946,1756539929
454,340,2.6892763583174624,1757163512
427,197,3.074198762963334,1755975948
508,64,3.0487915393463076,1757640972
775,387,4.06219153714789,1759811554
942,10,3.0636378921872973,1761643340
34,107,3.603789160187743,1761910502
205,25,2.782724212737472,1760156039
80,444,2.8444749947741976,1756213851
931,420,2.5111981163453163,1760256833
561,150,2.6891520570755363,1761466562
871,220,3.3095248961090125,1756713115
387,340,3.034980898764317,1761937303
1,495,3.484655412212463,1757748597
389,236,3.1053737682318667,1761178445
565,236,2.8385199282404705,1761077073
105,496,4.086236416393942,1760790970
771,218,2.9709169760182834,1762005068
821,486,3.5898219395929494,1761824878
476,423,2.8243803316609357,1758131257
702,460,3.400161289753782,1756894172
401,150,3.524323893089665,1761880119
729,122,3.106843124072896,1755459970
555,143,1.839912764204316,1756933061
161,477,3.0314734181475402,1757724229
201,188,3.629663664502198,1760243840
957,254,3.2648813878332485,1755534962
995,67,3.2343743208744136,1754658991
269,103,2.1787602316216392,1754821207
862,335,2.681486929218243,1756908552
815,158,3.3006980890679998,1760234388
270,308,3.2295999276404976,1755827263
455,361,3.6380560361340524,1762122236
461,408,2.9781785267921923,1756377220
726,299,3.203610954516759,1759394322
251,395,3.0422794215897953,1758225909
701,89,2.511558742035821,1756602553
295,356,1.8738750771534192,1760031445
724,255,3.299211388596812,1755475324
719,495,3.1001597064702517,1760664099
748,352,2.7085422937477026,1756338914
337,219,3.1375802984044654,1759694044
878,8,3.3904189183550177,1756886843
52,11,2.8728182668753077,1761073367
791,324,3.3288649632085887,1758327752
921,437,3.938871860965486,1761413488
216,243,1.93257453441093,1760825094
763,181,2.7095325533545087,1757683112
187,283,2.9111154787065803,1757811312
379,311,3.7566586858572633,1761715247
492,98,2.2006903627265615,1759273993
40,196,3.977811330347369,1762243273
156,481,3.0763300831365163,1761781511
14,365,2.992891681965046,1761354504
812,225,2.9177747218883927,1759779874
64,332,2.7840479222362116,1762282893
856,102,3.526185821476163,1755302900
838,105,2.525408475101446,1760464309
520,364,3.2624343345660445,1757226731
343,367,2.836843015531123,1754885009
128,57,2.6213123962276303,1759287659
647,77,4.299499189279848,1758147295
471,74,3.2168500440335204,1759114771
62,41,3.3218499695334343,1756247810
138,421,3.6425580326823255,1761516376
498,323,2.315628383492107,1755244671
592,180,3.938007472964208,1759699227
391,32,1.7816952773653159,1761440849
674,70,2.7491849653013305,1758012628
418,55,2.7731144564949273,1755547634
288,104,3.2951425917699058,1759528266
378,199,3.187710129230175,1760618753
772,100,2.9595075319016724,1759945906
489,255,3.077707870217912,1760067149
230,306,2.5211700081938875,1761789652
40,73,4.251383802757913,1759337377
27,170,3.367698624671584,1757943533
134,376,3.3803238874794106,1757191239
200,142,3.8119659351330055,1762160622
839,165,2.654434093581735,1754895756
779,398,3.351999331147735,1757017984
929,260,2.865036287064322,1759684079
32,220,3.641271693023877,1754614421
47,82,3.734165860371697,1761615808
502,181,3.164937657317919,1758774912
